wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q111945693,Florian Tursky,Florian Tursky,male,1988-05-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-05-27,Q111982228,State Secretary in the Federal Ministry of Finance,2022-05-11,Q111945693-3ec4f9c5-4acc-6f92-52f5-ca0bde9d782c
Q111946853,Susanne Kraus-Winkler,Susanne Kraus-Winkler,female,1955-04-26,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-05-27,Q111982227,State Secretary in the Federal Ministry for Digital and Economic Affairs,2022-05-11,Q111946853-6578a2db-4b6f-420b-fe17-b2f9e65284ec
Q1511874,Gerhard Karner,Gerhard Karner,male,1967-11-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q23938055,Federal Minister for the Interior,2021-12-06,Q1511874-a7018d17-4e9f-ef92-45f5-4096bbd88de5
Q1698215,Johannes Rauch,Johannes Rauch,male,1959-04-24,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-03-11,Q24256358,"Federal Minister for Social Affairs, Health, Care and Consumer Protection",2022-03-08,Q1698215-0a80d24d-46c7-7700-3c6d-870528a24376
Q18222522,Martin Kocher,Martin Kocher,male,1973-09-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058555,Federal Minister for Labour,2021-01-11,Q18222522-1e8dcc28-461d-7a2f-8d32-48a31460360a
Q18222522,Martin Kocher,Martin Kocher,male,1973-09-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-05-27,Q108058573,Federal Minister for Digital and Economic Affairs,2022-05-09,Q18222522-cd398eb5-4522-e6d1-c0af-e7ed96140a61
Q1884520,Magnus Brunner,Magnus Brunner,male,1972-05-06,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q20675031,Federal Minister for Finance,2021-12-06,Q1884520-b97ccd94-4c5c-5e6e-22e2-61af5514c8cd
Q2561778,Werner Kogler,Werner Kogler,male,1961-11-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q692110,Vice Chancellor,2020-01-07,Q2561778-2a0c73f3-47b6-73c2-0f1b-552bf9139245
Q2561778,Werner Kogler,Werner Kogler,male,1961-11-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058621,"Federal Minister for Arts, Culture, the Civil Service and Sport",2020-01-07,Q2561778-8f52db80-4b13-6ba8-de89-49e474f04f0a
Q34215724,Norbert Totschnig,Norbert Totschnig,male,1974-06-06,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-05-27,Q108058643,"Federal Minister for Agriculture, Regions and Tourism",2022-05-18,Q34215724-4acf412c-425a-b81a-4560-954b13c25943
