wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q1511874,Gerhard Karner,Gerhard Karner,male,1967-11-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q23938055,Federal Minister for the Interior,2021-12-06,Q1511874-a7018d17-4e9f-ef92-45f5-4096bbd88de5
Q1698215,Johannes Rauch,Johannes Rauch,male,1959-04-24,11,,,Q24256358,Federal Minister for Health,2022-03-08,Q1698215-0a80d24d-46c7-7700-3c6d-870528a24376
Q18222522,Martin Kocher,Martin Kocher,male,1973-09-13,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058555,Federal Minister for Labour,2021-01-11,Q18222522-1e8dcc28-461d-7a2f-8d32-48a31460360a
Q1884520,Magnus Brunner,Magnus Brunner,male,1972-05-06,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q20675031,Federal Minister for Finance,2021-12-06,Q1884520-b97ccd94-4c5c-5e6e-22e2-61af5514c8cd
Q2561778,Werner Kogler,Werner Kogler,male,1961-11-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q692110,Vice Chancellor,2020-01-07,Q2561778-2a0c73f3-47b6-73c2-0f1b-552bf9139245
Q2561778,Werner Kogler,Werner Kogler,male,1961-11-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058621,"Federal Minister for Arts, Culture, the Civil Service and Sport",2020-01-07,Q2561778-8f52db80-4b13-6ba8-de89-49e474f04f0a
Q36493675,Margarete Schramböck,Margarete Schramböck,female,1970-05-12,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058573,Federal Minister for Digital and Economic Affairs,2020-01-07,Q36493675-37a3c61c-4314-5013-a95a-1aa7519c1fe7
Q42162193,Alma Zadić,Alma Zadić,female,1984-05-24,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q1714331,Federal Minister for Justice,2020-01-07,Q42162193-381e9c8d-47ce-2ee1-744f-826d8f9a3f5e
Q42294925,Claudia Plakolm,Claudia Plakolm,female,1994-12-10,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q109965830,State Secretary in the Federal Chancellery,2021-12-06,Q42294925-ef1c952d-440c-98cc-fea4-73d9e16a0710
Q42860944,Karl Nehammer,Karl Nehammer,male,1972-10-18,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q1006398,Federal Chancellor,2021-12-06,Q42860944-F33A9E09-40EA-4DAD-823E-E3ACB082D46F
Q43380898,Klaudia Tanner,Klaudia Tanner,female,1970-05-02,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q29076858,Federal Minister for Defence,2020-01-07,Q43380898-1bb1fc48-441f-cccb-7921-8c2c51347446
Q45815517,Karoline Edtstadler,Karoline Edtstadler,female,1981-03-28,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058583,Federal Minister for the EU and Constitution at the Federal Chancellery,2020-01-07,Q45815517-c65d68de-4fc3-3795-057b-3a146704c2b8
Q61639165,Martin Polaschek,Martin Polaschek,male,1965-11-22,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q2498793,"Federal Minister for Education, Science and Research",2021-12-06,Q61639165-5E3D93E4-4199-43F3-B0CA-E9EA5EA130B9
Q64168538,Alexander Schallenberg,Alexander Schallenberg,male,1969-06-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-12-07,Q5468294,Federal Minister for European and International Affairs,2021-12-06,Q64168538-D3D6A3DA-32F0-46F9-8976-F6FF45104C66
Q64954602,Leonore Gewessler,Leonore Gewessler,female,1977-09-15,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058579,"Federal Minister for Climate Action, Environment, Energy, Mobility, Innovation and Technology",2020-01-07,Q64954602-898703b4-43da-c8cb-b40c-dadaa8b4ee3e
Q80289609,Susanne Raab,Susanne Raab,female,1984-10-20,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2022-01-08,Q108058589,"Federal Minister for Women, Family, Integration and Media at the Federal Chancellery",2020-01-07,Q80289609-0fefa9c4-4c06-60e2-0161-a4bb28bb0e19
Q86851,Elisabeth Köstinger,Elisabeth Köstinger,female,1978-11-22,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058643,"Federal Minister for Agriculture, Regions and Tourism",2020-01-07,Q86851-30ff678e-4759-a989-9705-37dcd493fd5f
Q94576878,Andrea Mayer,Andrea Mayer,female,1962-04-19,11,https://www.bundeskanzleramt.gv.at/en/federal-chancellery/the-austrian-federal-government/ministers.html,2021-08-12,Q108058599,"State Secretary in the Federal Ministry for Arts, Culture, the Civil Service and Sport",2020-05-20,Q94576878-f81b2c3d-4508-6472-0def-cb8c1e04bb6c
